Date,State,Confirmed,Recovered,Deceased,Other,Tested
5/15/2020,Ladakh,43,24,0,0,3683
5/15/2020,Maharashtra,29100,6564,1068,0,250898
5/15/2020,Meghalaya,13,11,1,0,2712
5/15/2020,Manipur,3,2,0,0,1799
5/15/2020,Madhya Pradesh,4595,2283,239,0,93849
5/15/2020,Mizoram,1,1,0,0,273
5/15/2020,Nagaland,0,0,0,0,910
5/15/2020,Odisha,737,166,3,0,81919
5/15/2020,Punjab,1932,305,32,0,49301
5/15/2020,Puducherry,16,9,0,0,5312
5/15/2020,Rajasthan,4747,2729,125,0,212317
5/15/2020,Sikkim,0,0,0,0,348
5/15/2020,Telangana,1454,959,34,0,19278
5/15/2020,Tamil Nadu,10108,2599,71,0,303104
5/15/2020,Tripura,156,42,0,0,12561
5/15/2020,India,85856,30245,2753,4,2134277
5/15/2020,Uttar Pradesh,4057,2165,95,0,159282
5/15/2020,Uttarakhand,82,51,1,0,12045
5/15/2020,West Bengal,2461,829,225,0,69543
5/16/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/16/2020,Andhra Pradesh,2355,1353,49,0,219490
5/16/2020,Arunachal Pradesh,1,1,0,0,3163
5/16/2020,Assam,93,41,2,0,31276
5/16/2020,Bihar,1178,473,8,0,44340
5/16/2020,Chandigarh,191,51,3,0,2718
5/16/2020,Chhattisgarh,67,58,0,0,32678
5/16/2020,Delhi,9333,3926,129,0,130845
5/16/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6916
5/16/2020,Goa,20,7,0,0,8011
5/16/2020,Gujarat,10989,4308,625,0,138407
5/16/2020,Himachal Pradesh,78,39,3,3,16534
5/16/2020,Haryana,887,514,13,0,75097
5/16/2020,Jharkhand,217,113,3,0,31025
5/16/2020,Jammu and Kashmir,1121,542,12,0,76191
5/16/2020,Karnataka,1092,496,36,1,140024
5/16/2020,Kerala,588,497,4,0,48433
5/16/2020,Ladakh,43,24,0,0,4067
5/16/2020,Maharashtra,30706,7088,1135,0,261815
5/16/2020,Meghalaya,13,11,1,0,2712
5/16/2020,Manipur,7,2,0,0,1900
5/16/2020,Madhya Pradesh,4790,2315,243,0,99677
5/16/2020,Mizoram,1,1,0,0,282
5/16/2020,Nagaland,0,0,0,0,917
5/16/2020,Odisha,737,196,3,0,86140
5/16/2020,Punjab,1946,1257,32,0,50613
5/16/2020,Puducherry,17,9,0,0,5484
5/16/2020,Rajasthan,4960,2944,126,0,221439
5/16/2020,Sikkim,0,0,0,0,840
5/16/2020,Telangana,1509,971,34,0,23388
5/16/2020,Tamil Nadu,10585,3538,75,0,313639
5/16/2020,Tripura,167,64,0,0,13178
5/16/2020,India,90650,34257,2873,4,2227642
5/16/2020,Uttar Pradesh,4258,2441,104,0,163105
5/16/2020,Uttarakhand,91,51,1,0,12597
5/16/2020,West Bengal,2576,892,232,0,77288
5/17/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/17/2020,Andhra Pradesh,2380,1456,50,0,238998
5/17/2020,Arunachal Pradesh,1,1,0,0,3349
5/17/2020,Assam,101,42,2,0,34376
5/17/2020,Bihar,1320,473,8,0,45729
5/17/2020,Chandigarh,191,51,3,0,2812
5/17/2020,Chhattisgarh,85,59,0,0,32678
5/17/2020,Delhi,9755,4202,148,0,135791
5/17/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7157
5/17/2020,Goa,29,7,0,0,8785
5/17/2020,Gujarat,11380,4499,659,0,143600
5/17/2020,Himachal Pradesh,80,40,3,3,17417
5/17/2020,Haryana,910,562,14,0,78029
5/17/2020,Jharkhand,223,113,3,0,33220
5/17/2020,Jammu and Kashmir,1183,575,13,0,80934
5/17/2020,Karnataka,1147,509,37,1,145398
5/17/2020,Kerala,602,497,4,0,50036
5/17/2020,Ladakh,43,24,0,0,4067
5/17/2020,Maharashtra,33053,7688,1198,0,274040
5/17/2020,Meghalaya,13,11,1,0,2712
5/17/2020,Manipur,7,2,0,0,1900
5/17/2020,Madhya Pradesh,4977,2403,248,0,103898
5/17/2020,Mizoram,1,1,0,0,282
5/17/2020,Nagaland,0,0,0,0,952
5/17/2020,Odisha,828,220,4,0,91223
5/17/2020,Punjab,1964,1366,35,0,51812
5/17/2020,Puducherry,17,9,0,0,5619
5/17/2020,Rajasthan,5202,3055,131,0,231946
5/17/2020,Sikkim,0,0,0,0,947
5/17/2020,Telangana,1551,992,34,0,23388
5/17/2020,Tamil Nadu,11224,4172,79,0,326720
5/17/2020,Tripura,165,85,0,0,13750
5/17/2020,India,95699,36795,3025,4,2302792
5/17/2020,Uttar Pradesh,4464,2636,112,0,172219
5/17/2020,Uttarakhand,92,52,1,0,13212
5/17/2020,West Bengal,2677,959,238,0,85956
5/18/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/18/2020,Andhra Pradesh,2432,1552,50,0,248771
5/18/2020,Arunachal Pradesh,1,1,0,0,3662
5/18/2020,Assam,116,42,4,0,37898
5/18/2020,Bihar,1423,517,9,0,46996
5/18/2020,Chandigarh,196,54,3,0,2892
5/18/2020,Chhattisgarh,95,59,0,0,36606
5/18/2020,Delhi,10054,4485,160,0,139727
5/18/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7571
5/18/2020,Goa,38,7,0,0,8785
5/18/2020,Gujarat,11746,4804,694,0,148824
5/18/2020,Himachal Pradesh,90,42,3,3,18224
5/18/2020,Haryana,928,598,14,0,80698
5/18/2020,Jharkhand,228,127,3,0,35359
5/18/2020,Jammu and Kashmir,1289,609,15,0,88601
5/18/2020,Karnataka,1246,530,37,1,151663
5/18/2020,Kerala,631,497,4,0,51059
5/18/2020,Ladakh,43,43,0,0,4219
5/18/2020,Maharashtra,35058,8437,1249,0,282437
5/18/2020,Meghalaya,13,12,1,0,2896
5/18/2020,Manipur,7,2,0,0,2483
5/18/2020,Madhya Pradesh,5236,2435,252,0,112168
5/18/2020,Mizoram,1,1,0,0,301
5/18/2020,Nagaland,0,0,0,0,961
5/18/2020,Odisha,876,277,4,0,95766
5/18/2020,Punjab,1980,1547,37,0,52955
5/18/2020,Puducherry,17,9,0,0,5754
5/18/2020,Rajasthan,5507,3218,138,0,243476
5/18/2020,Sikkim,0,0,0,0,1087
5/18/2020,Telangana,1592,1002,34,0,23388
5/18/2020,Tamil Nadu,11760,4406,82,0,337841
5/18/2020,Tripura,165,89,0,0,14286
5/18/2020,India,100327,39277,3156,4,2404267
5/18/2020,Uttar Pradesh,4605,2783,118,0,176479
5/18/2020,Uttarakhand,96,52,1,0,13870
5/18/2020,West Bengal,2824,1006,244,0,93570
5/19/2020,Andaman and Nicobar Islands,33,33,0,0,6965
5/19/2020,Andhra Pradesh,2489,1621,52,0,258450
5/19/2020,Arunachal Pradesh,1,1,0,0,3941
5/19/2020,Assam,158,42,4,0,41116
5/19/2020,Bihar,1519,517,9,0,50563
5/19/2020,Chandigarh,199,57,3,0,3031
5/19/2020,Chhattisgarh,100,59,0,0,39010
5/19/2020,Delhi,10554,4750,166,0,145854
5/19/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7829
5/19/2020,Goa,46,7,0,0,9549
5/19/2020,Gujarat,12141,5043,719,0,154674
5/19/2020,Himachal Pradesh,92,47,4,3,19645
5/19/2020,Haryana,964,627,14,0,82544
5/19/2020,Jharkhand,248,127,3,0,37589
5/19/2020,Jammu and Kashmir,1317,647,17,0,96826
5/19/2020,Karnataka,1395,543,40,1,158599
5/19/2020,Kerala,643,497,4,0,52588
5/19/2020,Ladakh,43,43,0,0,4730
5/19/2020,Maharashtra,37136,9639,1325,0,294272
5/19/2020,Meghalaya,13,12,1,0,3104
5/19/2020,Manipur,9,2,0,0,2483
5/19/2020,Madhya Pradesh,5465,2631,258,0,116473
5/19/2020,Mizoram,1,1,0,0,313
5/19/2020,Nagaland,0,0,0,0,978
5/19/2020,Odisha,978,307,5,0,100302
5/19/2020,Punjab,2002,1642,38,0,55634
5/19/2020,Puducherry,22,10,0,0,5829
5/19/2020,Rajasthan,5845,3337,143,0,254533
5/19/2020,Sikkim,0,0,0,0,1204
5/19/2020,Telangana,1634,1011,38,0,23388
5/19/2020,Tamil Nadu,12448,4895,85,0,348174
5/19/2020,Tripura,173,116,0,0,15083
5/19/2020,India,106481,42309,3302,4,2512388
5/19/2020,State Unassigned,814,0,0,0,
5/19/2020,Uttar Pradesh,4926,2918,123,0,182184
5/19/2020,Uttarakhand,111,52,1,0,14691
5/19/2020,West Bengal,2961,1074,250,0,102282
5/20/2020,Andaman and Nicobar Islands,33,33,0,0,7082
5/20/2020,Andhra Pradesh,2560,1664,53,0,267612
5/20/2020,Arunachal Pradesh,1,1,0,0,4157
5/20/2020,Assam,189,49,4,3,47084
5/20/2020,Bihar,1776,571,9,0,53361
5/20/2020,Chandigarh,202,136,3,0,3031
5/20/2020,Chhattisgarh,114,59,0,0,39010
5/20/2020,Delhi,11088,5192,176,0,150282
5/20/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8137
5/20/2020,Goa,50,7,0,0,10136
5/20/2020,Gujarat,12539,5219,749,0,160772
5/20/2020,Himachal Pradesh,110,50,4,3,21147
5/20/2020,Haryana,993,648,14,0,83944
5/20/2020,Jharkhand,290,129,3,0,39402
5/20/2020,Jammu and Kashmir,1390,678,18,0,101950
5/20/2020,Karnataka,1462,556,41,1,166781
5/20/2020,Kerala,667,502,4,0,54633
5/20/2020,Ladakh,44,43,0,0,4730
5/20/2020,Maharashtra,39297,10318,1390,0,307535
5/20/2020,Meghalaya,14,12,1,0,3419
5/20/2020,Manipur,25,2,0,0,3087
5/20/2020,Madhya Pradesh,5735,2734,267,0,120737
5/20/2020,Mizoram,1,1,0,0,315
5/20/2020,Nagaland,0,0,0,0,985
5/20/2020,Odisha,1052,343,6,0,105914
5/20/2020,Punjab,2005,1794,38,0,57737
5/20/2020,Puducherry,23,10,0,0,5960
5/20/2020,Rajasthan,6015,3404,147,0,265555
5/20/2020,Sikkim,0,0,0,0,1342
5/20/2020,Telangana,1661,1013,40,0,23388
5/20/2020,Tamil Nadu,13191,5882,88,0,360068
5/20/2020,Tripura,173,116,0,0,15822
5/20/2020,India,112201,45422,3436,7,2615920
5/20/2020,State Unassigned,1096,0,0,0,
5/20/2020,Uttar Pradesh,5175,3066,127,0,191164
5/20/2020,Uttarakhand,126,53,1,0,15503
5/20/2020,West Bengal,3103,1136,253,0,111002
5/21/2020,Andaman and Nicobar Islands,33,33,0,0,7167
5/21/2020,Andhra Pradesh,2605,1705,54,0,275704
5/21/2020,Arunachal Pradesh,1,1,0,0,4438
5/21/2020,Assam,211,55,4,3,51730
5/21/2020,Bihar,1987,571,9,0,55692
5/21/2020,Chandigarh,218,178,3,0,3369
5/21/2020,Chhattisgarh,128,59,0,0,45522
5/21/2020,Delhi,11659,5567,194,0,154385
5/21/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8456
5/21/2020,Goa,52,7,0,0,10859
5/21/2020,Gujarat,12910,5488,773,0,166152
5/21/2020,Himachal Pradesh,152,55,4,3,22641
5/21/2020,Haryana,1030,681,14,0,88138
5/21/2020,Jharkhand,303,136,3,0,41936
5/21/2020,Jammu and Kashmir,1449,684,20,0,107108
5/21/2020,Karnataka,1605,571,41,1,174297
5/21/2020,Kerala,691,510,4,0,56373
5/21/2020,Ladakh,44,43,0,0,5291
5/21/2020,Maharashtra,41642,11726,1454,0,319921
5/21/2020,Meghalaya,14,12,1,0,3419
5/21/2020,Manipur,25,2,0,0,3087
5/21/2020,Madhya Pradesh,5981,2844,271,0,125608
5/21/2020,Mizoram,1,1,0,0,320
5/21/2020,Nagaland,0,0,0,0,1001
5/21/2020,Odisha,1103,393,7,0,108432
5/21/2020,Punjab,2028,1819,39,0,59618
5/21/2020,Puducherry,23,10,0,0,6106
5/21/2020,Rajasthan,6227,3485,151,0,275974
5/21/2020,Sikkim,0,0,0,0,1342
5/21/2020,Telangana,1699,1036,45,0,23388
5/21/2020,Tamil Nadu,13967,6282,95,0,372532
5/21/2020,Tripura,175,148,0,0,16873
5/21/2020,India,118224,48553,3584,7,2719434
5/21/2020,State Unassigned,1403,0,0,0,
5/21/2020,Uttar Pradesh,5515,3204,138,0,206811
5/21/2020,Uttarakhand,145,53,1,0,16528
5/21/2020,West Bengal,3197,1193,259,0,115244
5/22/2020,Andaman and Nicobar Islands,33,33,0,0,7263
5/22/2020,Andhra Pradesh,2667,1731,55,0,284119
5/22/2020,Arunachal Pradesh,1,1,0,0,4844
5/22/2020,Assam,226,55,4,3,55791
5/22/2020,Bihar,2166,629,11,0,58481
5/22/2020,Chandigarh,219,178,3,0,3531
5/22/2020,Chhattisgarh,172,62,0,0,48116
5/22/2020,Delhi,12319,5897,208,0,160255
5/22/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8979
5/22/2020,Goa,54,16,0,0,11362
5/22/2020,Gujarat,13273,5880,802,0,172562
5/22/2020,Himachal Pradesh,168,55,4,3,24246
5/22/2020,Haryana,1067,706,16,0,91119
5/22/2020,Jharkhand,323,136,3,0,43988
5/22/2020,Jammu and Kashmir,1489,720,20,0,114859
5/22/2020,Karnataka,1743,597,41,1,186526
5/22/2020,Kerala,733,512,5,0,58382
5/22/2020,Ladakh,46,43,0,0,5505
5/22/2020,Maharashtra,44582,12583,1517,0,333087
5/22/2020,Meghalaya,14,12,1,0,3682
5/22/2020,Manipur,26,2,0,0,3721
5/22/2020,Madhya Pradesh,6170,3089,272,0,129060
5/22/2020,Mizoram,1,1,0,0,324
5/22/2020,Nagaland,0,0,0,0,1035
5/22/2020,Odisha,1189,436,7,0,113437
5/22/2020,Punjab,2029,1847,39,0,62399
5/22/2020,Puducherry,26,10,0,0,6233
5/22/2020,Rajasthan,6494,3680,153,0,287164
5/22/2020,Sikkim,0,0,0,0,1637
5/22/2020,Telangana,1761,1043,48,0,23388
5/22/2020,Tamil Nadu,14753,7128,99,0,385185
5/22/2020,Tripura,175,152,0,0,17721
5/22/2020,India,124760,51833,3726,7,2834798
5/22/2020,State Unassigned,1620,0,0,0,
5/22/2020,Uttar Pradesh,5735,3324,152,0,214060
5/22/2020,Uttarakhand,153,53,1,0,18008
5/22/2020,West Bengal,3332,1221,265,0,120599
5/23/2020,Andaman and Nicobar Islands,33,33,0,0,7327
5/23/2020,Andhra Pradesh,2714,1779,56,0,292969
5/23/2020,Arunachal Pradesh,1,1,0,0,5206
5/23/2020,Assam,347,57,4,3,60405
5/23/2020,Bihar,2394,653,11,0,61220
5/23/2020,Chandigarh,225,179,3,0,3749
5/23/2020,Chhattisgarh,214,64,0,0,49763
5/23/2020,Delhi,12910,6267,231,0,165047
5/23/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9298
5/23/2020,Goa,55,16,0,0,11945
5/23/2020,Gujarat,13669,6169,829,0,178068
5/23/2020,Himachal Pradesh,185,57,4,3,25905
5/23/2020,Haryana,1131,750,16,0,94035
5/23/2020,Jharkhand,350,141,3,0,45785
5/23/2020,Jammu and Kashmir,1569,774,21,0,124074
5/23/2020,Karnataka,1959,608,42,2,196196
5/23/2020,Kerala,795,515,5,0,60443
5/23/2020,Ladakh,49,43,0,0,5727
5/23/2020,Maharashtra,47190,13404,1577,0,348932
5/23/2020,Meghalaya,14,12,1,0,3682
5/23/2020,Manipur,29,2,0,0,4094
5/23/2020,Madhya Pradesh,6371,3267,281,0,132769
5/23/2020,Mizoram,1,1,0,0,336
5/23/2020,Nagaland,0,0,0,0,1065
5/23/2020,Odisha,1269,497,7,0,118446
5/23/2020,Punjab,2045,1870,39,0,63567
5/23/2020,Puducherry,26,10,0,0,6349
5/23/2020,Rajasthan,6742,3786,160,0,303935
5/23/2020,Sikkim,1,0,0,0,1707
5/23/2020,Telangana,1813,1068,49,0,23388
5/23/2020,Tamil Nadu,15512,7491,104,0,397340
5/23/2020,Tripura,191,152,0,0,18737
5/23/2020,India,131425,54409,3868,8,2943421
5/23/2020,State Unassigned,1899,0,0,0,
5/23/2020,Uttar Pradesh,6017,3406,155,0,217867
5/23/2020,Uttarakhand,244,55,1,0,19248
5/23/2020,West Bengal,3459,1281,269,0,129608
5/24/2020,Andaman and Nicobar Islands,33,33,0,0,7327
5/24/2020,Andhra Pradesh,2780,1841,56,0,304326
5/24/2020,Arunachal Pradesh,2,1,0,0,5428
5/24/2020,Assam,393,58,4,3,66444
5/24/2020,Bihar,2574,702,11,0,63741
5/24/2020,Chandigarh,262,179,4,0,3904
5/24/2020,Chhattisgarh,252,64,0,0,49763
5/24/2020,Delhi,13418,6540,261,0,169873
5/24/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9678
5/24/2020,Goa,66,16,0,0,12499
5/24/2020,Gujarat,14063,6412,858,0,182868
5/24/2020,Himachal Pradesh,203,59,4,3,27288
5/24/2020,Haryana,1184,765,16,0,97006
5/24/2020,Jharkhand,370,148,4,0,48641
5/24/2020,Jammu and Kashmir,1621,809,21,0,130433
5/24/2020,Karnataka,2089,654,42,2,206313
5/24/2020,Kerala,848,520,6,0,61900
5/24/2020,Ladakh,52,43,0,0,5730
5/24/2020,Maharashtra,50231,14600,1635,0,363470
5/24/2020,Meghalaya,14,12,1,0,3682
5/24/2020,Manipur,32,4,0,0,4094
5/24/2020,Madhya Pradesh,6665,3408,290,0,135889
5/24/2020,Mizoram,1,1,0,0,342
5/24/2020,Nagaland,0,0,0,0,1097
5/24/2020,Odisha,1336,550,7,0,123834
5/24/2020,Punjab,2060,1898,40,0,66142
5/24/2020,Puducherry,41,12,0,0,6536
5/24/2020,Rajasthan,7028,3848,163,0,317067
5/24/2020,Sikkim,1,0,0,0,1855
5/24/2020,Telangana,1854,1092,53,0,23388
5/24/2020,Tamil Nadu,16277,8324,112,0,409615
5/24/2020,Tripura,194,165,0,0,19278
5/24/2020,India,138536,57694,4024,9,3033591
5/24/2020,State Unassigned,2338,0,0,0,
5/24/2020,Uttar Pradesh,6268,3538,161,0,229621
5/24/2020,Uttarakhand,317,58,3,1,20969
5/24/2020,West Bengal,3667,1339,272,0,138824
5/25/2020,Andaman and Nicobar Islands,33,33,0,0,7363
5/25/2020,Andhra Pradesh,2886,1892,56,0,314566
5/25/2020,Arunachal Pradesh,2,1,0,0,5997
5/25/2020,Assam,549,63,4,3,70029
5/25/2020,Bihar,2737,733,13,0,63741
5/25/2020,Chandigarh,266,187,4,0,4089
5/25/2020,Chhattisgarh,292,67,0,0,55022
5/25/2020,Delhi,14053,6771,276,0,174469
5/25/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10085
5/25/2020,Goa,67,19,0,0,12860
5/25/2020,Gujarat,14468,6636,888,0,186361
5/25/2020,Himachal Pradesh,223,63,4,3,28346
5/25/2020,Haryana,1213,802,16,0,99987
5/25/2020,Jharkhand,405,148,4,0,50709
5/25/2020,Jammu and Kashmir,1668,809,23,0,134188
5/25/2020,Karnataka,2182,705,43,3,219894
5/25/2020,Kerala,897,532,6,0,63009
5/25/2020,Ladakh,53,43,0,0,5896
5/25/2020,Maharashtra,52667,15786,1695,0,379185
5/25/2020,Meghalaya,15,12,1,0,3682
5/25/2020,Manipur,36,4,0,0,5041
5/25/2020,Madhya Pradesh,6859,3571,300,0,138584
5/25/2020,Mizoram,1,1,0,0,359
5/25/2020,Nagaland,3,0,0,0,1366
5/25/2020,Odisha,1438,649,7,0,127776
5/25/2020,Punjab,2081,1913,40,0,67213
5/25/2020,Puducherry,49,17,0,0,6606
5/25/2020,Rajasthan,7300,4056,167,0,327836
5/25/2020,Sikkim,1,0,0,0,2103
5/25/2020,Telangana,1920,1164,56,0,23388
5/25/2020,Tamil Nadu,17082,8731,119,0,421450
5/25/2020,Tripura,198,165,0,0,20871
5/25/2020,India,144950,60706,4173,12,3126119
5/25/2020,State Unassigned,2642,0,0,0,
5/25/2020,Uttar Pradesh,6497,3660,169,0,235622
5/25/2020,Uttarakhand,349,58,4,3,22117
5/25/2020,West Bengal,3816,1414,278,0,148049
5/26/2020,Andaman and Nicobar Islands,33,33,0,0,7448
5/26/2020,Andhra Pradesh,2983,2017,57,0,322714
5/26/2020,Arunachal Pradesh,2,1,0,0,6319
5/26/2020,Assam,683,63,4,3,72654
5/26/2020,Bihar,2968,800,14,0,63741
5/26/2020,Chandigarh,278,187,4,0,4207
5/26/2020,Chhattisgarh,360,79,0,0,57479
5/26/2020,Delhi,14465,6954,288,0,178579
5/26/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10388
5/26/2020,Goa,67,28,0,0,13303
5/26/2020,Gujarat,14829,7137,915,0,189313
5/26/2020,Himachal Pradesh,247,63,4,3,29379
5/26/2020,Haryana,1305,824,16,0,102018
5/26/2020,Jharkhand,426,153,4,0,53309
5/26/2020,Jammu and Kashmir,1759,833,24,0,140962
5/26/2020,Karnataka,2283,764,43,3,228914
5/26/2020,Kerala,964,542,7,0,65303
5/26/2020,Ladakh,53,43,0,0,5896
5/26/2020,Maharashtra,54758,16954,1792,0,390757
5/26/2020,Meghalaya,20,12,1,0,6553
5/26/2020,Manipur,39,4,0,0,6233
5/26/2020,Madhya Pradesh,7024,3689,305,0,141508
5/26/2020,Mizoram,1,1,0,0,438
5/26/2020,Nagaland,4,0,0,0,1366
5/26/2020,Odisha,1517,733,7,0,131595
5/26/2020,Punjab,2106,1918,40,0,69818
5/26/2020,Puducherry,49,17,0,0,6677
5/26/2020,Rajasthan,7536,4276,170,0,337159
5/26/2020,Sikkim,1,0,0,0,2255
5/26/2020,Telangana,2032,1284,57,0,23388
5/26/2020,Tamil Nadu,17728,9342,130,0,431739
5/26/2020,Tripura,232,165,0,0,22049
5/26/2020,India,150857,64291,4346,12,3242160
5/26/2020,State Unassigned,2970,0,0,0,
5/26/2020,Uttar Pradesh,6724,3824,177,0,240588
5/26/2020,Uttarakhand,400,64,4,3,23076
5/26/2020,West Bengal,4009,1486,283,0,157277
5/27/2020,Andaman and Nicobar Islands,33,33,0,0,7499
5/27/2020,Andhra Pradesh,3117,2065,58,0,332378
5/27/2020,Arunachal Pradesh,2,1,0,0,6436
5/27/2020,Assam,784,88,4,3,72654
5/27/2020,Bihar,3036,918,15,0,68262
5/27/2020,Chandigarh,279,187,4,0,4332
5/27/2020,Chhattisgarh,364,83,0,0,59320
5/27/2020,Delhi,15257,7264,303,0,184362
5/27/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10872
5/27/2020,Goa,68,37,0,0,13911
5/27/2020,Gujarat,15205,7547,938,0,193863
5/27/2020,Himachal Pradesh,273,66,6,3,30852
5/27/2020,Haryana,1381,838,18,0,104747
5/27/2020,Jharkhand,433,153,4,0,55427
5/27/2020,Jammu and Kashmir,1921,854,26,0,145162
5/27/2020,Karnataka,2418,781,46,3,241608
5/27/2020,Kerala,1004,552,7,0,67961
5/27/2020,Ladakh,54,43,0,0,5896
5/27/2020,Maharashtra,56948,17918,1897,0,405020
5/27/2020,Meghalaya,20,12,1,0,6685
5/27/2020,Manipur,44,4,0,0,6836
5/27/2020,Madhya Pradesh,7261,3927,313,0,146144
5/27/2020,Mizoram,1,1,0,0,438
5/27/2020,Nagaland,9,0,0,0,1554
5/27/2020,Odisha,1593,812,7,0,136274
5/27/2020,Punjab,2139,1918,40,0,72468
5/27/2020,Puducherry,49,17,0,0,6808
5/27/2020,Rajasthan,7816,4562,173,0,350600
5/27/2020,Sikkim,1,0,0,0,2417
5/27/2020,Telangana,2139,1321,63,0,23388
5/27/2020,Tamil Nadu,18545,9909,136,0,442970
5/27/2020,Tripura,242,165,0,0,23264
5/27/2020,India,158103,67725,4534,12,3362136
5/27/2020,State Unassigned,4013,0,0,0,
5/27/2020,Uttar Pradesh,6991,3991,182,0,240588
5/27/2020,Uttarakhand,469,79,4,3,23975
5/27/2020,West Bengal,4192,1578,289,0,166513
5/28/2020,Andaman and Nicobar Islands,33,33,0,0,7519
5/28/2020,Andhra Pradesh,3245,2133,59,0,342236
5/28/2020,Arunachal Pradesh,3,1,0,0,6984
5/28/2020,Assam,881,104,4,3,72654
5/28/2020,Bihar,3185,1050,15,0,70275
5/28/2020,Chandigarh,289,189,4,0,4467
5/28/2020,Chhattisgarh,398,83,0,0,61771
5/28/2020,Delhi,16281,7495,316,0,191977
5/28/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11177
5/28/2020,Goa,69,38,0,0,14782
5/28/2020,Gujarat,15572,8001,960,0,198048
5/28/2020,Himachal Pradesh,281,73,6,3,32449
5/28/2020,Haryana,1504,881,19,0,108031
5/28/2020,Jharkhand,439,153,4,0,57250
5/28/2020,Jammu and Kashmir,2036,859,27,0,153522
5/28/2020,Karnataka,2533,834,46,3,252078
5/28/2020,Kerala,1089,555,8,0,70622
5/28/2020,Ladakh,74,43,0,0,5896
5/28/2020,Maharashtra,59546,18616,1982,0,420473
5/28/2020,Meghalaya,21,12,1,0,6685
5/28/2020,Manipur,55,4,0,0,7758
5/28/2020,Madhya Pradesh,7453,4050,321,0,151182
5/28/2020,Mizoram,1,1,0,0,516
5/28/2020,Nagaland,18,0,0,0,1765
5/28/2020,Odisha,1660,887,7,0,139311
5/28/2020,Punjab,2158,1946,40,0,72468
5/28/2020,Puducherry,53,17,0,0,6917
5/28/2020,Rajasthan,8067,4815,180,0,365556
5/28/2020,Sikkim,1,0,0,0,2626
5/28/2020,Telangana,2256,1345,67,0,23388
5/28/2020,Tamil Nadu,19372,10548,148,0,455216
5/28/2020,Tripura,244,167,0,0,24126
5/28/2020,India,165357,70896,4710,12,3483838
5/28/2020,State Unassigned,4332,0,0,0,
5/28/2020,Uttar Pradesh,7170,4215,197,0,256267
5/28/2020,Uttarakhand,500,79,4,3,25380
5/28/2020,West Bengal,4536,1668,295,0,175769
5/29/2020,Andaman and Nicobar Islands,33,33,0,0,7567
5/29/2020,Andhra Pradesh,3330,2234,60,0,353874
5/29/2020,Arunachal Pradesh,3,1,0,0,7488
5/29/2020,Assam,1058,126,4,3,92390
5/29/2020,Bihar,3359,1209,15,0,72256
5/29/2020,Chandigarh,289,189,4,0,4543
5/29/2020,Chhattisgarh,415,100,1,0,63992
5/29/2020,Delhi,17386,7846,398,0,199626
5/29/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11477
5/29/2020,Goa,69,41,0,0,16141
5/29/2020,Gujarat,15944,8609,980,0,201481
5/29/2020,Himachal Pradesh,295,83,6,3,33979
5/29/2020,Haryana,1721,940,19,0,110940
5/29/2020,Jharkhand,521,216,5,0,59452
5/29/2020,Jammu and Kashmir,2164,875,28,0,158729
5/29/2020,Karnataka,2781,894,46,4,264489
5/29/2020,Kerala,1151,565,9,0,74214
5/29/2020,Ladakh,74,43,0,0,5896
5/29/2020,Maharashtra,62228,26997,2098,0,434565
5/29/2020,Meghalaya,27,12,1,0,6685
5/29/2020,Manipur,59,6,0,0,8596
5/29/2020,Madhya Pradesh,7645,4269,334,0,155436
5/29/2020,Mizoram,1,1,0,0,529
5/29/2020,Nagaland,25,0,0,0,1997
5/29/2020,Odisha,1723,977,9,0,143570
5/29/2020,Punjab,2197,1949,42,0,81021
5/29/2020,Puducherry,57,23,0,0,7043
5/29/2020,Rajasthan,8365,5244,184,0,379315
5/29/2020,Sikkim,1,0,0,0,2759
5/29/2020,Telangana,2425,1381,71,0,23388
5/29/2020,Tamil Nadu,20246,11313,157,0,466550
5/29/2020,Tripura,254,167,0,0,25403
5/29/2020,India,173495,82631,4978,13,3611599
5/29/2020,State Unassigned,4673,0,0,0,
5/29/2020,Uttar Pradesh,7445,4410,201,0,270920
5/29/2020,Uttarakhand,716,102,4,3,26951
5/29/2020,West Bengal,4813,1775,302,0,185051
5/30/2020,Andaman and Nicobar Islands,33,33,0,0,7567
5/30/2020,Andhra Pradesh,3461,2289,60,0,363378
